ID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,city,median_income_range,Housevalue_Range,Housing_Age_range,Residents,block
139,-116.15,34.14,18,3312,705,1251,512,3.0139,82600,Foster City,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R139,Block 139
140,-116.15,33.69,22,197,54,331,70,2.9286,112500,Fountain Valley,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R140,Block 140
141,-116.15,33.64,10,1711,499,1896,443,1.6557,65400,Fowler,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R141,Block 141
142,-116.16,33.68,12,1230,277,1334,260,2.2679,61400,Fremont,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R142,Block 142
143,-116.17,33.67,18,3585,800,3873,788,2.5714,65900,Fresno,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R143,Block 143
144,-116.17,33.66,22,639,203,664,153,1.9306,47500,Fullerton,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R144,Block 144
145,-116.17,33.53,13,1713,512,1978,442,2.1287,58600,Galt,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R145,Block 145
146,-116.18,33.69,17,89,19,79,21,2.375,155000,Garden Grove,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R146,Block 146
147,-116.18,33.67,25,2888,654,2940,660,2.2141,66700,Gardena,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R147,Block 147
148,-116.19,33.67,16,1859,476,1994,477,1.7297,67500,Gilroy,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R148,Block 148
149,-116.2,33.7,26,2399,625,2654,535,2.2989,60600,Glendale,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R149,Block 149
150,-116.2,33.63,23,1152,273,1077,235,2.5,96300,Glendora,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R150,Block 150
151,-116.2,32.64,28,1608,409,567,254,1.4648,61800,Goleta,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R151,Block 151
152,-116.21,33.75,22,894,192,830,202,3.0673,68200,Gonzales,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R152,Block 152
153,-116.21,33.72,28,2488,714,2891,676,2.3169,68900,Grand Terrace,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R153,Block 153
154,-116.21,33.71,19,3114,787,3157,772,1.7083,82200,Grass Valley,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R154,Block 154
155,-116.21,33.68,34,584,176,625,166,1.5809,100000,Greenfield,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R155,Block 155
156,-116.21,33.66,19,1596,295,1201,282,3.8846,100900,Gridley,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R156,Block 156
157,-116.22,36,14,1372,386,436,213,1.1471,32900,Grover Beach,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R157,Block 157
158,-116.22,34.21,23,1175,468,355,151,2.2083,42500,Guadalupe,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R158,Block 158
159,-116.22,33.74,26,4120,858,2918,815,3.3107,69400,Gustine,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R159,Block 159
160,-116.22,33.73,38,1695,352,1279,305,2.1217,68500,Half Moon Bay,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R160,Block 160
161,-116.22,33.72,28,826,258,979,245,1.7172,58800,Hanford,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R161,Block 161
162,-116.22,33.7,9,3861,849,825,401,3.2833,124700,Hawaiian Gardens,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R162,Block 162
163,-116.23,33.73,29,1133,221,918,239,2.8648,72100,Hawthorne,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R163,Block 163
164,-116.23,33.72,32,4981,1326,3779,1186,1.7805,76900,Hayward,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R164,Block 164
165,-116.23,33.71,17,4874,1349,5032,1243,2.444,90000,Healdsburg,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R165,Block 165
166,-116.24,33.73,14,2774,566,1530,505,3.0682,104100,Hemet,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R166,Block 166
167,-116.24,33.72,25,5236,1039,2725,935,3.775,93400,Hercules,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R167,Block 167
168,-116.24,33.71,10,9033,2224,5525,1845,2.7598,95000,Hermosa Beach,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R168,Block 168
169,-116.25,33.81,24,880,187,507,169,3.4583,67500,Hesperia,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R169,Block 169
170,-116.25,33.75,33,278,91,375,81,2.025,50000,Hidden Hills,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R170,Block 170
171,-116.25,33.69,5,1664,444,907,374,2.7667,92900,Highland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R171,Block 171
172,-116.26,33.65,3,7437,1222,574,302,10.2948,382400,Hollister,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R172,Block 172
173,-116.26,33.07,17,934,284,452,184,1.9875,83700,Holtville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R173,Block 173
174,-116.27,34.13,37,452,109,184,59,3.7292,65800,Hughson,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R174,Block 174
175,-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300,Huntington Beach,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R175,Block 175
176,-116.29,33.72,5,3584,760,1097,470,3.1771,167400,Huntington Park,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R176,Block 176
177,-116.3,33.68,10,2387,481,863,304,2.8882,137500,Huron,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R177,Block 177
178,-116.31,34.13,20,2352,556,1217,481,1.6063,55400,Imperial,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R178,Block 178
179,-116.31,33.67,15,2214,410,1152,350,2.9187,93400,Imperial Beach,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R179,Block 179
180,-116.31,33.67,11,4686,851,2466,731,3.3333,91800,Imperial Beach,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R180,Block 180
181,-116.31,33.66,7,4497,831,2248,713,3.6354,98000,Indio,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R181,Block 181
182,-116.32,34.14,18,1880,487,994,425,1.69,54200,Industry,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R182,Block 182
183,-116.32,34.1,10,4256,861,1403,686,2.6618,81000,Inglewood,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R183,Block 183
184,-116.32,33.28,19,1791,367,327,185,3.3625,100000,Ione,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R184,Block 184
185,-116.33,34.15,13,1808,411,735,320,1.5489,57400,Irvine,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R185,Block 185
186,-116.33,33.75,5,19107,3923,2880,1376,4.036,158500,Irwindale,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R186,Block 186
187,-116.33,33.72,11,12327,2000,2450,1139,7.4382,353100,Isleton,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R187,Block 187
188,-116.34,33.36,24,2746,514,731,295,3.3214,176400,Jackson,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R188,Block 188
189,-116.35,34.13,9,1969,406,805,349,1.5491,62300,Jurupa Valley,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R189,Block 189
190,-116.35,32.74,16,2595,606,1046,367,1.7137,110700,Kerman,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R190,Block 190
191,-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500,King City,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R191,Block 191
192,-116.37,33.72,17,8626,1859,3497,1337,3.312,121300,Kingsburg,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R192,Block 192
193,-116.37,33.69,7,8806,1542,858,448,7.8005,318100,La Ca̱ada Flintridge,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R193,Block 193
194,-116.37,33.19,12,4890,1152,1289,570,2.5795,98700,La Habra,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R194,Block 194
195,-116.38,34.2,14,4985,1238,2517,954,2.0674,65000,La Habra Heights,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R195,Block 195
196,-116.38,34.1,6,2104,348,841,320,4.1458,116300,La Mesa,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R196,Block 196
197,-116.38,33.74,7,17579,3479,3581,1820,4.084,194500,La Mirada,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R197,Block 197
198,-116.38,33.73,10,11836,2405,3811,1570,4.0079,134500,La Palma,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R198,Block 198
199,-116.38,33.71,17,12509,2460,2737,1423,4.5556,258100,La Puente,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R199,Block 199
200,-116.39,34.15,15,5583,1149,2709,964,1.9779,73300,La Quinta,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R200,Block 200
201,-116.39,33.82,15,11115,2257,4122,1653,2.7219,74400,La Verne,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R201,Block 201
202,-116.39,33.72,19,7646,1618,2496,1075,3.5569,128000,Lafayette,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R202,Block 202
203,-116.39,33.69,10,11659,2007,2186,1083,6.9833,238800,Laguna Beach,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R203,Block 203
204,-116.4,34.12,16,5648,1089,2524,1008,2.6739,78000,Laguna Hills,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R204,Block 204
205,-116.4,34.09,9,4855,872,2098,765,3.2723,97800,Laguna Niguel,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R205,Block 205
206,-116.4,33.78,8,3059,500,612,208,6.8729,259200,Laguna Woods,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R206,Block 206
207,-116.41,33.74,25,2475,476,910,387,3.3639,168800,Lake Elsinore,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R207,Block 207
208,-116.41,33.74,17,4289,893,958,440,2.4659,177800,Lake Elsinore,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R208,Block 208
209,-116.42,33.79,12,7095,1260,1179,570,4.9444,285000,Lakeport,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R209,Block 209
210,-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700,Lakewood,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R210,Block 210
211,-116.42,33.68,15,3895,782,900,529,2.2208,138300,Lancaster,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R211,Block 211
212,-116.42,33.51,26,186,48,102,39,2.5625,103100,Larkspur,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R212,Block 212
213,-116.43,34.1,17,6683,1296,2677,1227,2.4828,84000,Lathrop,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R213,Block 213
214,-116.43,33.81,8,6710,1343,2069,781,3.5223,115100,Lawndale,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R214,Block 214
215,-116.43,33.75,24,2596,438,473,237,3.7727,500001,Lemon Grove,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R215,Block 215
216,-116.44,34.16,19,1867,361,758,321,2.8929,98100,Lemoore,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R216,Block 216
217,-116.44,34.12,18,5584,1303,2250,1158,1.5823,72400,Lincoln,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R217,Block 217
218,-116.44,33.93,17,5293,1266,1201,599,1.6849,88400,Lindsay,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R218,Block 218
219,-116.44,33.77,18,4872,1110,955,656,2.2439,97500,Live Oak,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R219,Block 219
220,-116.44,33.74,5,846,249,117,67,7.9885,403300,Livermore,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R220,Block 220
221,-116.45,33.8,9,5534,1206,2283,1008,3.6161,99100,Livingston,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R221,Block 221
222,-116.45,33.78,16,5228,992,1177,639,3.0859,134600,Lodi,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R222,Block 222
223,-116.45,32.65,22,2680,643,1644,516,2.1949,127100,Loma Linda,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R223,Block 223
224,-116.46,33.82,6,4863,920,3010,828,3.9508,104200,Lomita,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R224,Block 224
225,-116.46,33.78,33,2565,745,2301,638,2.5477,83000,Lompoc,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R225,Block 225
226,-116.47,34.07,22,5473,1234,2581,1098,1.9375,65300,Long Beach,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R226,Block 226
227,-116.47,33.94,18,2233,471,919,388,3.2578,85200,Los Alamitos,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R227,Block 227
228,-116.47,33.84,3,9169,1512,3838,1270,4.3111,142500,Los Altos,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R228,Block 228
229,-116.47,33.81,7,10105,2481,6274,2095,2.4497,90900,Los Angeles,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R229,Block 229
230,-116.47,33.78,27,1781,441,759,340,3.3162,113600,Los Banos,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R230,Block 230
231,-116.48,33.94,10,3254,913,923,486,1.8,81000,Loyalton,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R231,Block 231
232,-116.48,33.79,14,9425,2020,1711,1000,2.6298,145200,Lynwood,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R232,Block 232
233,-116.48,33.61,8,1294,272,457,199,2.9167,115300,Madera,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R233,Block 233
234,-116.49,33.82,27,3316,636,2362,532,2.9569,65900,Malibu,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R234,Block 234
235,-116.49,33.8,13,8789,1875,1274,688,3.7396,148900,Manhattan Beach,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R235,Block 235
236,-116.5,33.98,5,4332,868,1420,567,4.0417,146400,Manteca,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R236,Block 236
237,-116.5,33.95,10,7249,1882,4274,1621,1.6983,66600,Maricopa,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R237,Block 237
238,-116.5,33.82,16,343,85,29,14,2.1042,87500,Marina,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R238,Block 238
239,-116.5,33.81,26,5032,1229,3086,1183,2.5399,94800,Martinez,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R239,Block 239
240,-116.5,33.69,20,4810,1074,1304,740,2.25,248100,Marysville,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R240,Block 240
241,-116.51,34.85,15,3149,713,1281,486,2,64700,Maywood,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R241,Block 241
242,-116.51,34.45,21,8502,2634,2330,991,1.3811,51300,McFarland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R242,Block 242
243,-116.51,33.96,16,4913,1395,2518,1132,1.4665,61100,Mendota,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R243,Block 243
244,-116.51,33.94,12,3369,780,1315,584,1.7388,66000,Menifee,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R244,Block 244
245,-116.51,33.89,21,1284,306,537,233,1.95,61000,Menlo Park,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R245,Block 245
246,-116.52,33.97,13,3921,754,1902,665,3.3616,89600,Merced,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R246,Block 246
247,-116.52,33.85,13,7559,1444,3189,1105,3.4886,112500,Mill Valley,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R247,Block 247
248,-116.52,33.84,17,4465,859,853,445,3.6875,130400,Millbrae,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R248,Block 248
249,-116.52,33.82,21,10227,2315,3623,1734,2.5212,145200,Milpitas,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R249,Block 249
250,-116.52,32.9,18,4454,852,1754,656,4.57,189900,Mission Viejo,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R250,Block 250
251,-116.53,33.95,18,2990,648,1280,532,2.625,68200,Modesto,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R251,Block 251
252,-116.53,33.88,5,4423,763,1906,667,4.6855,125200,Monrovia,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R252,Block 252
253,-116.53,33.85,16,10077,2186,3048,1337,2.9647,110900,Montague,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R253,Block 253
254,-116.53,33.84,28,8399,1839,3470,1340,2.5885,159000,Montclair,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R254,Block 254
255,-116.53,33.78,18,2547,463,411,214,2.5489,220500,Monte Sereno,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R255,Block 255
256,-116.54,33.81,31,6814,1714,2628,1341,2.1176,124100,Montebello,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R256,Block 256
257,-116.54,33.81,24,6087,1217,1721,833,3.1493,199400,Montebello,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R257,Block 257
258,-116.54,33.8,22,6050,1387,1432,890,2.2216,183900,Monterey Park,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R258,Block 258
259,-116.54,33.79,18,9374,1780,1678,919,3.9737,235600,Moorpark,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R259,Block 259
260,-116.55,33.84,28,2992,562,676,346,5.7613,500001,Moreno Valley,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R260,Block 260
261,-116.56,34.06,15,6928,1529,2568,1075,2.5405,69600,Morgan Hill,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R261,Block 261
262,-116.56,33.83,36,1765,399,451,264,2.6083,321900,Morro Bay,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R262,Block 262
263,-116.56,33.05,15,1985,361,536,209,4.125,148200,Mount Shasta,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R263,Block 263
264,-116.57,35.43,8,9975,1743,6835,1439,2.7138,22500,Mountain View,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R264,Block 264
265,-116.57,34,20,260,67,69,50,3.5208,76600,Murrieta,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R265,Block 265
266,-116.57,33.94,29,551,166,224,107,1.1917,50000,Napa,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R266,Block 266
267,-116.57,33.84,18,7962,1652,2009,921,3.3897,230200,National City,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R267,Block 267
268,-116.57,33.64,10,489,82,183,74,6.2702,345500,Needles,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R268,Block 268
269,-116.58,32.69,19,4085,876,2133,718,2.919,116500,Nevada City,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R269,Block 269
270,-116.6,33.49,16,3730,827,1346,592,2.183,113500,Newark,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R270,Block 270
271,-116.6,33.06,23,1731,365,612,258,2.7813,172900,Newman,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R271,Block 271
